7256	3
8585	7513	-10794	
8372	273	-3509	
6128	-166	-3570	
6207	-111	-3474	
6933	4368	-8957	
6496	155	-6632	
13062	3466	-11674	
8582	6684	-9963	
12899	-3144	-3334	
8328	-603	-3571	
4351	4727	-10724	
12797	-3911	-4205	
4260	369	-6195	
10881	1618	-19328	
10372	817	-15289	
8661	8727	-13294	
6762	2451	-12810	
11304	9775	-19872	
6223	-157	-3368	
9958	1318	-12232	
2799	2076	-6117	
12732	9798	-15257	
7093	9222	-18150	
8673	9819	-14438	
12686	-5507	781	
5788	961	-6122	
9279	-663	-3786	
9240	-983	-942	
9025	11047	-16510	
12645	1744	-9577	
5501	-919	-213	
8372	273	-3509	
4258	10376	-15180	
10269	-646	-6546	
6207	-111	-3474	
11273	-121	-16486	
8010	7222	-22576	
13064	6685	-14235	
3515	467	-5231	
8328	-603	-3571	
12959	858	-8396	
13080	3259	-10650	
5037	5992	-12326	
8670	6881	-9922	
12905	7045	-13960	
9470	2783	-1872	
8771	9263	-9585	
11509	757	-20590	
7370	9020	-17404	
7197	8639	-16725	
5684	-150	-3599	
2261	686	-3261	
9356	1257	-2626	
6161	2171	-14049	
7197	8639	-16725	
11149	668	-13977	
5755	4171	-14130	
9267	-1229	-2758	
7621	7343	-19076	
6208	3992	-7820	
6207	-111	-3474	
13152	4618	-11800	
7160	5782	-12983	
6662	138	-8371	
5421	-995	-1382	
8661	8727	-13294	
8656	5632	-8310	
6710	2609	-10584	
13251	7253	-11532	
6751	1316	-10465	
8576	6453	-8872	
6223	-157	-3368	
6216	-150	-3373	
10390	590	-13974	
9412	5219	-736	
6223	-157	-3368	
7056	5496	-16117	
6376	11280	-9066	
4831	1309	-9370	
4906	7019	-13552	
11258	103	-15704	
10193	7975	-18171	
6207	-111	-3474	
6044	845	-9239	
7820	8313	-25115	
10290	407	-13582	
11951	8619	-29329	
8562	11484	-14298	
8201	6253	-24869	
8594	8836	-13342	
13441	10640	-16653	
6490	473	-6572	
12800	-3193	-3569	
8328	-603	-3571	
6128	-166	-3570	
5746	5250	-14599	
3964	44	-3459	
2642	-506	-1562	
8328	-603	-3571	
6751	1316	-10465	
3087	6932	9245	
9239	-437	2194	
7324	3489	-16306	
13227	9006	-36378	
5966	1022	-8441	
6860	154	-9760	
8964	14810	-14190	
5978	-592	-1947	
12894	-623	-7026	
6751	1316	-10465	
3964	44	-3459	
11251	120	-15691	
8562	6945	-9429	
9279	-663	-3786	
4953	6968	-13914	
8714	6069	-11081	
7091	7967	-16198	
12899	-3014	-3391	
6319	1160	-5604	
10444	1151	-15124	
13104	2617	-11987	
11524	180	-18627	
5872	-849	-1075	
5934	-857	-3671	
5684	-150	-3599	
6128	-166	-3570	
5747	61	-3531	
10431	6315	-17830	
6223	-157	-3368	
12721	-4614	-2435	
9372	1436	-3908	
13065	2491	-9312	
13221	10374	-15831	
9177	8427	-15035	
9278	-1175	-2165	
9097	-1718	-691	
9724	653	-8617	
10269	-646	-6546	
8389	3967	-5904	
10276	263	-12873	
8437	6951	-7934	
1934	-620	890	
3515	467	-5231	
8224	12930	-14246	
5751	6216	-4342	
9751	5082	-13493	
10647	1811	-17918	
3968	912	-6729	
12797	10457	-35988	
10269	-646	-6546	
9202	-1177	-2758	
6751	1316	-10465	
13499	10024	-16490	
9279	-663	-3786	
9969	144	-10010	
1947	-20	-1616	
4583	6701	-14613	
6286	11775	-22520	
5122	7096	-13906	
13354	2850	-12567	
5684	-150	-3599	
4906	7019	-13552	
12276	9480	-9813	
8032	9753	-19050	
8310	-811	-1898	
4906	7019	-13552	
5122	7096	-13906	
6812	661	-8778	
5385	7306	-13932	
3832	3737	-16693	
4855	6022	-12387	
10393	2452	-16925	
4187	2035	-7598	
3964	44	-3459	
12460	5638	-36143	
3515	467	-5231	
11028	6642	-21133	
6466	172	-6831	
8328	-603	-3571	
10824	5067	-20526	
7265	5481	-19537	
10003	-1112	-3615	
6735	3859	-12340	
8592	7389	-8402	
7257	10236	-16346	
13111	6232	-14190	
12728	2081	-28084	
7485	2352	-13991	
12325	9150	-9928	
9124	-1601	-6607	
8618	8237	-12297	
10581	2106	-17143	
1883	-862	-481	
3515	467	-5231	
2836	257	-3294	
6108	-505	-3055	
13546	9827	-17051	
3964	44	-3459	
9871	4350	-32828	
8559	7536	-9760	
6554	2822	-9260	
12653	-3897	1769	
6805	-384	-10141	
12801	-3332	-3465	
10298	253	-13358	
5858	1028	-7882	
7491	3712	-21631	
8696	8680	-13406	
3964	43	-3480	
9930	2907	-18213	
8661	8727	-13294	
7753	7755	-23046	
6223	-157	-3368	
6913	3249	-12097	
8661	8727	-13294	
3790	3905	-8532	
10193	-902	-2332	
141	-158	-3826	
3689	-904	1366	
5970	-568	-1988	
10217	1553	-16778	
34	-2	-1909	
12794	-3423	-3428	
7553	7312	-17636	
7019	5333	-12998	
6259	1427	-9947	
6223	-157	-3368	
6651	1894	-9457	
13028	8481	-16770	
8576	6453	-8872	
8282	-917	-815	
8582	6684	-9963	
11516	194	-18616	
7134	6233	-12452	
12914	7483	-15789	
12806	-3359	-3462	
7805	11224	-27991	
5943	-783	-1131	
3515	467	-5231	
6216	-150	-3373	
6216	-150	-3373	
2865	6481	-4945	
4269	2142	-10305	
10122	-1242	-4953	
6867	-8	-9221	
10808	5083	-20516	
6503	1936	-11252	
10651	-486	-6509	
10299	5598	-22107	
14327	12659	-21709	
9336	-741	-3655	
6442	2668	-10475	
8372	273	-3509	
6507	157	-6834	
3103	-834	132	
5309	6646	-14841	
6216	-150	-3373	
1862	-336	-651	
5831	3104	-6412	
6860	25	-9864	
6906	1448	-10638	
12801	-3332	-3465	
5092	14410	-16574	
9279	-663	-3786	
4375	2338	-7464	
7329	11409	-16559	
3530	-833	1013	
10148	-1106	-3619	
12918	1339	-7162	
6409	2279	-11276	
6894	765	-11508	
6207	-111	-3474	
8456	6618	-8622	
4296	7330	-13776	
3210	2694	-6957	
12946	-123	-11537	
6784	94	-9515	
6639	81	-8046	
8673	9819	-14438	
6534	1910	-11121	
12731	-47	-32699	
7490	9569	-12534	
12957	9765	-18893	
13503	9908	-15386	
7641	3801	-15143	
9136	-1194	-2568	
144	-151	-3659	
11568	788	-19333	
13325	10278	-17818	
6466	172	-6831	
10493	2683	-16921	
12351	6946	-5735	
8661	10276	-12041	
13018	8566	-16788	
12950	269	-8288	
9280	-1171	-2165	
3678	-454	-2087	
2814	2525	-6643	
5930	6765	-17704	
6207	-111	-3474	
6216	-150	-3373	
9718	253	-15547	
9078	-1792	-1215	
6167	-595	-2217	
7112	4837	-9453	
5684	-150	-3599	
13793	8374	-16535	
8479	3687	-6743	
6216	-150	-3373	
8614	1028	-8025	
8673	9819	-14438	
9336	-741	-3655	
11726	453	-20652	
10285	128	-13596	
6896	1050	-9586	
11056	5063	-17362	
12899	-3144	-3334	
7366	7934	-18163	
7232	8576	-16747	
8907	2576	-13306	
12806	-3359	-3462	
6501	133	-6884	
13251	2808	-11275	
9474	2021	-8720	
5361	5681	-13802	
9336	-741	-3655	
6207	-111	-3474	
4604	6228	-15153	
3735	1106	852	
6861	-11	-9193	
9921	248	-10281	
12861	2078	-10725	
7073	4335	-16875	
11382	811	-16827	
2261	686	-3261	
9938	294	-9470	
3515	467	-5231	
5684	-150	-3599	
6489	1637	-11308	
7067	1373	-11174	
10030	13218	-31439	
9279	-663	-3786	
5684	-150	-3599	
8673	9819	-14438	
13846	-2260	-827	
10590	10701	-16289	
8250	8408	-8772	
9279	-663	-3786	
13318	4847	-13020	
6176	4256	-16111	
3964	44	-3459	
6079	2287	-15196	
9537	128	-9279	
6128	-166	-3570	
10393	2452	-16925	
9429	1775	-8227	
13241	7947	-15850	
166	-225	-4212	
9724	252	-15540	
13064	6472	-11552	
3964	44	-3459	
7227	8161	-12085	
6128	-166	-3570	
6971	5110	-16539	
6553	-52	-7604	
12539	9010	-13114	
6666	103	-8392	
3515	467	-5231	
10564	1029	-13215	
9336	-741	-3655	
5756	563	-6365	
4906	7019	-13552	
12801	-3332	-3465	
6504	173	-6824	
9647	6096	-30896	
5122	7096	-13906	
9378	13342	-29585	
8566	10319	-13247	
10477	9537	-19648	
4473	3558	-14269	
10151	-1117	-3655	
6629	2624	-10743	
6511	2944	-6494	
4874	6897	-13728	
4906	7019	-13552	
2994	3452	-6588	
7056	5496	-16117	
4704	6283	-11990	
13039	1569	-11913	
13124	6908	-15038	
5923	-1155	-803	
4480	2341	-9687	
9233	-217	2293	
3733	3342	-5631	
6223	-157	-3368	
5880	1147	-7156	
10945	-101	-12677	
6309	1641	-9675	
12306	1452	-28579	
3834	11187	-12295	
8632	8160	-11306	
10493	18824	-20396	
9762	545	-8018	
8673	9819	-14438	
12900	3011	-9552	
6725	7627	-20516	
8328	-603	-3571	
6764	78	-8724	
7058	3221	-15533	
7355	4840	-17649	
6207	-111	-3474	
14310	-159	-10747	
13239	8612	-15482	
7282	10944	-15984	
9796	1538	3964	
8529	5389	-7945	
10148	-1106	-3619	
7501	10189	-16038	
6553	4279	-10263	
9279	-663	-3786	
9806	27	-9194	
3515	467	-5231	
12836	6108	-12226	
7333	4574	-19061	
8303	12572	-25725	
6827	5655	-13659	
9752	885	-8138	
10441	7986	-19766	
8372	273	-3509	
10635	280	-24116	
5217	7780	-14796	
12965	567	-9128	
13176	3881	-9042	
9944	105	-10796	
14438	-35	-11908	
12801	-3332	-3465	
8843	12487	-16350	
12040	1433	-20099	
9564	10049	-28578	
9267	-3936	7396	
6460	206	-6957	
3515	467	-5231	
3151	-221	-2575	
6751	1316	-10465	
8697	7977	-11492	
5879	966	-6954	
8372	273	-3509	
7056	5496	-16117	
9537	8789	-30366	
8726	6740	-1772	
6186	1292	-9801	
13631	8228	-41931	
5684	-150	-3599	
13155	7185	-15994	
9598	1538	-5681	
12034	5504	-35135	
5595	5516	-1825	
11560	473	-18578	
7155	9372	-16796	
8661	8727	-13294	
6658	-21	-8555	
10732	4295	-12857	
5637	3176	-18028	
5517	-368	-3218	
14236	-386	-8661	
8563	9038	-12137	
13515	9684	-33815	
13143	7683	-15986	
8670	717	-12108	
6216	-150	-3373	
4906	7019	-13552	
12691	5009	-34770	
10312	-791	-7550	
3964	44	-3459	
8472	8168	-10768	
3695	-205	-1860	
12965	-461	-10899	
6857	1549	-11675	
6446	2626	-9092	
9336	-741	-3655	
10938	3434	-15736	
3939	5647	-7446	
6112	-841	-3262	
13860	-2562	-1077	
12806	-3359	-3462	
8706	10964	-15754	
2261	686	-3261	
8453	4816	-7775	
7023	4214	-9074	
9692	2492	-17632	
4129	7087	-10890	
9775	-127	-8954	
9637	317	-14282	
3585	-1071	-757	
9090	-729	2641	
4264	329	-6220	
6433	1856	-10740	
3964	44	-3459	
9336	-741	-3655	
3964	44	-3459	
6946	2927	-11656	
13691	8935	-17561	
3516	321	669	
10393	2452	-16925	
2261	686	-3261	
9601	-2899	-7913	
9336	-741	-3655	
10049	13995	-32988	
9281	-1176	-2187	
13084	1642	-9186	
6345	180	-9457	
3341	4960	-6521	
9279	-663	-3786	
4505	1553	-8364	
13024	9187	-37967	
8372	273	-3509	
10376	142	-16495	
8646	6593	-9017	
9423	-656	-3717	
2836	257	-3294	
10269	-646	-6546	
9563	16	-6814	
6496	155	-6632	
8676	11278	-15023	
9124	-1597	317	
8489	3193	-6298	
6128	-166	-3570	
6223	-157	-3368	
12874	4379	-10790	
10178	623	-11655	
5289	7407	-15147	
9860	8578	-9895	
10372	7850	-18788	
3670	2191	-3740	
12694	-4430	-1616	
10393	2452	-16925	
3873	2958	-6045	
10998	2042	-22222	
3964	44	-3459	
12250	10408	-10449	
7325	11891	-20579	
6229	713	-5046	
10460	10448	-21101	
8661	8727	-13294	
4686	2947	-12552	
2261	686	-3261	
3811	2727	-6090	
6207	-111	-3474	
6332	4274	-11043	
3964	44	-3459	
12801	-3332	-3465	
8677	8470	-11052	
9554	1731	-7008	
12806	-3359	-3462	
8661	8727	-13294	
6223	-157	-3368	
12801	-3332	-3465	
8473	7385	-9641	
3964	44	-3459	
7056	5496	-16117	
10518	152	-15359	
8556	10416	-13224	
6063	-568	-2009	
9636	-49	-7088	
2787	2108	-6112	
10385	139	-13929	
5535	-878	416	
12583	1159	-27546	
160	-213	-4221	
8988	3363	5355	
8582	6684	-9963	
9876	652	-9611	
12893	-757	-6158	
7056	5496	-16117	
13137	3995	-10527	
8648	6240	-9665	
13204	6441	-12823	
8629	6765	-9690	
6032	5151	-9047	
9360	-787	-4535	
13340	7413	-13793	
8661	8727	-13294	
12704	6297	-11686	
6525	2364	-10366	
6317	1908	-10216	
6223	-157	-3368	
8237	-1181	-3258	
3305	2538	-8127	
8582	6684	-9963	
13695	8315	-15980	
12969	5728	-13592	
4730	2880	-12565	
2261	686	-3261	
10844	8067	-20980	
5237	14630	-17587	
9673	335	-11362	
9790	153	-8732	
6751	1316	-10465	
10269	-646	-6546	
8384	7341	-9499	
7463	8939	-26498	
10040	-938	-2737	
5887	5102	-14918	
10651	-486	-6509	
4479	9583	-10908	
7849	8772	-24709	
5914	-1328	565	
8530	9012	-12542	
8661	8727	-13294	
13159	5971	-28526	
4571	7138	-7981	
12751	-4468	-1979	
9561	127	-9422	
4458	6529	-11622	
8535	6717	-8755	
9870	602	-8865	
6504	1634	-7498	
7621	8334	-17698	
12801	-3332	-3465	
8510	8441	-10492	
10920	8314	-21099	
9279	-663	-3786	
9336	-741	-3655	
8582	6684	-9963	
10765	7370	-20610	
6018	1192	-8149	
3981	3144	-9681	
9279	-663	-3786	
8328	-603	-3571	
11248	4796	-22218	
13027	5013	-12179	
9819	9301	-33239	
9489	-609	-3701	
8667	7830	-10815	
5122	7096	-13906	
11884	3871	-29337	
8643	12131	-14180	
8869	9641	-15556	
6353	354	-8951	
10237	-776	-1721	
2354	941	-2897	
8661	8727	-13294	
13217	4255	-36831	
6995	5713	-12358	
8354	9477	-10910	
10232	3762	-14756	
13038	1361	-10713	
8556	10416	-13224	
40	-2	-2094	
3732	-37	-3321	
12363	3078	-31518	
6648	5905	-11727	
9994	-615	-14093	
8510	8061	-10940	
8596	5168	-8763	
9225	-1095	-1598	
6578	426	-9977	
9046	11660	-30541	
10400	190	-14303	
5354	3378	-5146	
10188	175	-12799	
6581	3355	-9696	
5960	-731	-2171	
13131	7466	-13690	
5684	-150	-3599	
9336	-741	-3655	
7049	5758	-19138	
3850	4383	-9404	
5684	-150	-3599	
10907	509	-17510	
14125	17435	-36014	
6139	1898	-3533	
12885	18	-8393	
8588	1165	-8930	
6680	5957	-18773	
8372	273	-3509	
11292	9614	-19959	
9345	-617	-3734	
7487	6822	-20803	
7145	6284	-15891	
11442	6038	-11901	
5122	7096	-13906	
7366	6477	-19538	
11281	4270	-35023	
6110	6496	-15942	
6253	155	-3560	
4403	2636	-9071	
10393	2452	-16925	
8661	8727	-13294	
6480	147	-6651	
11524	180	-18627	
7056	5496	-16117	
3623	3780	-5267	
6555	341	-7346	
6534	182	-7175	
6187	-247	-3448	
13922	-1964	-2508	
2342	8221	-7755	
10244	309	-13010	
6442	1973	-7628	
3537	381	508	
9009	-2209	-5549	
5684	-150	-3599	
8537	8012	-10779	
13207	7261	-13933	
12714	4577	-26499	
12805	-733	-5899	
5790	1554	-11150	
1801	627	965	
6115	4222	-11530	
12806	-3359	-3462	
6216	-150	-3373	
12981	953	-8352	
6742	2004	-12507	
8886	8624	-7073	
3158	-571	-4138	
6444	301	-8311	
9267	-3029	3832	
11839	210	-21417	
12362	8796	-37914	
6623	358	-9934	
6778	7304	-10380	
8069	7968	-25691	
13266	7801	-14844	
12944	350	-8283	
9696	263	-13321	
5911	607	-7780	
6998	1857	-14284	
6242	204	-9424	
4594	8324	-12009	
6216	-150	-3373	
6952	9025	-16420	
8776	9974	-14740	
10288	5636	-16194	
5557	-178	-977	
9336	-741	-3655	
10039	2257	-15114	
3645	4349	-4847	
12673	4289	-9401	
10686	4341	-15150	
3964	43	-3480	
4261	2543	-10296	
6846	4209	-12780	
2276	3054	-4063	
6020	-509	-1588	
12813	632	-9435	
8673	9819	-14438	
9003	6838	-31326	
8778	1145	-11974	
12741	4935	-34807	
3515	467	-5231	
9742	400	-7771	
8851	45	-1207	
3523	500	-5318	
9279	-663	-3786	
12801	-3332	-3465	
3105	-836	134	
2261	686	-3261	
14288	-479	-10487	
6763	7340	-10312	
8162	9142	-8730	
9896	163	-10363	
9336	-741	-3655	
13076	4099	-6452	
9489	-609	-3701	
3096	7670	-10074	
8673	9819	-14438	
9278	-1171	-2186	
10085	2911	-17101	
12893	-1989	-5496	
6708	192	-9156	
3726	4036	-8342	
11113	-355	-16276	
11839	210	-21417	
6640	1508	-9775	
9584	16	-6470	
6207	-111	-3474	
12801	-3332	-3465	
8476	3711	-6737	
6220	748	-5011	
2261	686	-3261	
5684	-150	-3599	
8372	273	-3509	
12806	-3359	-3462	
13828	19239	-14778	
11817	2251	-26650	
6128	-166	-3570	
6398	283	-5841	
6480	170	-6822	
9332	2249	-16379	
12764	1705	-7789	
12800	-3193	-3569	
9279	-663	-3786	
8652	7587	-10870	
10631	211	-15705	
2346	2204	-7315	
9142	-1131	-2233	
6829	1313	-13681	
9812	136	-9602	
11317	-1031	-19652	
9336	-741	-3655	
10269	-646	-6546	
8217	12941	-14212	
8582	6684	-9963	
5117	7257	-14081	
12612	5095	-9485	
8579	6676	-8813	
9280	-1200	-2384	
6207	-111	-3474	
12806	-3359	-3462	
7079	5622	-16080	
2269	5902	-4108	
10404	299	-13964	
13448	7010	-14925	
4516	9724	-13348	
2395	1344	-4696	
10734	3997	-19618	
11839	210	-21417	
6207	-111	-3474	
5122	7096	-13906	
10077	8988	-12797	
7951	7755	-25902	
12625	2539	-10084	
9279	-663	-3786	
12800	-3193	-3569	
4058	2805	-10209	
5566	-489	-1516	
12806	-3359	-3462	
10269	-646	-6546	
8780	8021	-12755	
5860	4843	-15002	
8865	8815	-13896	
6919	2105	-13753	
12800	-3193	-3569	
2261	686	-3261	
9218	-1126	-2236	
10441	7986	-19766	
8712	10159	-14328	
10935	1284	-12525	
8550	11589	-14274	
4906	7019	-13552	
10975	9286	-19821	
9046	6978	-13209	
8661	8727	-13294	
9281	-1176	-2187	
3706	-470	-3269	
10288	526	-13040	
12854	6818	-13182	
10584	5820	-18767	
7236	7946	-17121	
11739	1307	-24025	
6828	9047	-15855	
13474	10535	-16979	
13360	9623	-21347	
7288	8210	-11884	
8674	8332	-11992	
3025	-1095	101	
10397	3958	-19048	
12800	44	-4883	
10393	2452	-16925	
5951	-691	-2202	
11096	3209	-21156	
9219	-1131	-2256	
7056	5496	-16117	
6207	-111	-3474	
10269	-646	-6546	
15227	1557	-24018	
6431	875	-6262	
8582	6684	-9963	
7056	5496	-16117	
2798	2272	-5076	
11744	1302	-22958	
3234	8546	-11701	
6089	1960	-843	
10940	10324	-18003	
12800	-3193	-3569	
7821	9311	-18426	
10684	4694	-16033	
10247	984	-11973	
13557	7884	-15662	
13879	8506	-18124	
6339	1589	-9192	
8574	7751	-9712	
7087	4443	-18423	
10414	156	-14683	
6223	-157	-3368	
10287	529	-12905	
12162	129	-26830	
11336	349	-15003	
9336	-741	-3655	
7065	6242	-13977	
8661	8727	-13294	
13987	-1528	-4045	
9857	26	-9304	
8372	273	-3509	
3539	2748	-3659	
4234	1014	-7160	
3125	-571	-2562	
13070	357	-8731	
6372	6379	-16440	
